,Bahan
939,"['daun jeruk', 'lengkuas', 'daun salam', 'santan', 'jengki', 'teri', 'beras', 'tomat', 'bawang putih', 'bawang merah', 'serai']"
940,"['terasi', 'kangkung', 'jeruk limau', 'cabai rawit', 'tomat', 'bawang putih', 'bawang merah', 'merah', 'kabar']"
941,"['jeruk nipis', 'ikan kembung', 'kunyit', 'bawang putih', 'ketumbar']"
942,"['pasta', 'strawberry', 'pandan', 'tepung hunkwe', 'biskuit oreo', 'coklat bubuk', 'susu']"
943,"['ikan bandeng', 'jahe', 'kemiri', 'kunyit', 'bawang putih', 'ketumbar']"
944,"['tepung sagu', 'daun jeruk purut', 'daun pandan', 'santan', 'tepung beras']"
945,"['has', 'saus tiram', 'paprika hijau', 'kecap asin', 'paprika merah', 'merica bubuk', 'kecap manis', 'jahe', 'palem', 'daging sapi']"
946,"['lada', 'spaghetti', 'pasta', 'sosis sapi', 'telur', 'daging giling', 'tomat', 'bawang putih', 'bawang bombay', 'merah', 'saus tomat', 'giling', 'daging sapi']"
947,"['susu bubuk', 'kecap asin', 'pala bubuk', 'merica bubuk', 'ayam', 'bawang putih', 'bawang merah', 'wortel', 'kentang', 'margarin', 'giling']"
948,"['nasi', 'terasi', 'cabai hijau', 'merica bubuk', 'cabai merah', 'kecap manis', 'daun bawang', 'kecap ikan', 'bawang putih', 'bawang bombay']"
949,"['cooking', 'tepung terigu', 'ragi', 'telur', 'susu bubuk', 'donat', 'masak', 'warna', 'warni', 'dark', 'chocolate', 'kentang', 'cokelat', 'mises']"
950,"['tepung roti', 'tepung terigu', 'merica', 'kaldu', 'susu bubuk', 'telur', 'pala bubuk', 'merica bubuk', 'kecap manis', 'kecap inggris', 'bawang putih', 'bawang bombay', 'margarin', 'giling', 'daging sapi']"
951,"['sedap', 'bawang merah', 'lada', 'telur', 'lengkuas', 'daun salam', 'kerupuk', 'kecap manis', 'jahe', 'timun', 'tomat', 'kikil', 'nasi putih', 'kaldu bubuk', 'bawang putih', 'merah', 'arik', 'cabe']"
952,"['lada', 'pala', 'kayu manis', 'biji', 'kecap manis', 'bunga lawang', 'kental', 'jahe', 'bawang putih', 'bawang merah', 'kapulaga', 'daging sapi']"
953,"['roti tawar', 'meises', 'cokelat', 'margarin', 'saus']"
954,"['keju cheddar', 'margarin', 'pisang kepok']"
955,"['sayur', 'merica', 'bawang', 'bihun', 'bakso', 'kecap manis', 'cabai merah', 'hijau', 'cabai', 'kaldu bubuk', 'bawang merah', 'daun seledri', 'bawang putih', 'sawi']"
956,"['muda', 'bawang', 'kaldu', 'nangka', 'ketupat', 'daun salam', 'lengkuas', 'cabai rawit hijau', 'lontong', 'jahe', 'kemiri', 'damping', 'tulang daging', 'bawang putih', 'bawang merah', 'serai', 'kerupuk merah']"
957,"['kering', 'daun jeruk', 'lengkuas', 'daun salam', 'biji', 'cabai merah', 'kembang', 'bawang putih', 'bawang merah', 'merah', 'tempe']"
958,"['muda', 'kelapa', 'nangka', 'lengkuas', 'daun salam', 'jati', 'santan', 'daun', 'kecap manis', 'kemiri', 'bawang putih', 'bawang merah', 'merah', 'merica', 'ketumbar']"
959,"['kacang tanah', 'telur', 'kerupuk', 'lontong', 'cabai rawit', 'tahu', 'kecap manis', 'hitam', 'bawang putih', 'petis', 'kentang']"
960,"['lada', 'kering', 'bubuk', 'parsley', 'putih telur', 'tepung tapioka', 'hitam', 'bawang bombay', 'tepung', 'serbaguna']"
961,"['mentega', 'smoked beef', 'pasta', 'lada', 'telur', 'thyme', 'hitam', 'bawang putih', 'tawar', 'keju parmesan', 'rosemary', 'fettucini', 'susu']"
962,"['garlic', 'lada', 'bubuk', 'pepper', 'parsley', 'powder', 'bawang putih bubuk', 'chili', 'hitam', 'cabai', 'black', 'kentang', 'rosemary', 'zaitun']"
963,"['kelapa', 'hela', 'jus', 'telur', 'daun pandan', 'diblender', 'santan', 'pandan', 'putih', 'tawar', 'susu', 'kental']"
964,"['kacang hijau', 'daun pandan', 'tepung terigu']"
965,"['kaldu', 'kayu manis', 'kecap manis', 'kemiri', 'cengkeh', 'tomat', 'jintan', 'bawang putih', 'bawang merah', 'jengkol', 'merica', 'ketumbar']"
966,"['cabai rawit merah', 'kaldu ayam', 'daun salam', 'ikan nila', 'jahe', 'kemiri', 'kunyit', 'bawang putih', 'bawang merah', 'serai']"
967,"['muda', 'pokcoy', 'ikan', 'wijen', 'putren', 'kol', 'bakso', 'jagung', 'saos', 'jamur kancing', 'kecap ikan', 'hijau', 'ayam', 'bawang putih', 'udang', 'tomat', 'sawi', 'bunga kol']"
968,"['iga sapi', 'pala', 'lengkuas', 'daun salam', 'kayu manis', 'jahe', 'bunga lawang', 'bunga lawang', 'bawang putih', 'bawang bombay', 'wortel', 'kentang', 'merica', 'kapulaga']"
969,"['sedap', 'muda', 'putren', 'jagung', 'daun salam', 'medan', 'jamur kancing', 'ikan teri', 'cabai rawit', 'bawang merah', 'merica']"
970,"['cabai merah keriting', 'ayam', 'daun salam', 'biji', 'jahe', 'bawang putih', 'bawang merah', 'serai', 'ketumbar']"
971,"['has', 'daging sapi', 'cabai merah keriting', 'lengkuas', 'daun salam', 'masak', 'biji', 'jahe', 'kemiri', 'asam kandis', 'cuka', 'bawang putih', 'bawang merah', 'serai', 'ketumbar']"
972,"['telur ayam', 'sedap', 'merica', 'kaldu ayam', 'kol', 'telur', 'ebi', 'mie', 'kecap manis', 'daun bawang', 'kemiri', 'paha', 'udang', 'hijau', 'tomat', 'bawang putih', 'sawi']"
973,"['lada bubuk', 'bubuk kari', 'kol', 'dada ayam', 'santan', 'kecap manis', 'cabai rawit', 'biji', 'tomat', 'jintan', 'bawang putih', 'bawang merah', 'merah', 'ketumbar', 'kental']"
974,"['vanili', 'kelapa', 'bubuk', 'santan', 'ubi ungu']"
975,"['kacang tanah', 'cabai merah keriting', 'teri nasi medan', 'daun jeruk', 'asam jawa', 'lengkuas', 'biji', 'bawang putih', 'bawang merah']"
976,"['bawang merah', 'terasi', 'badan', 'cabai rawit', 'kunyit', 'tomat', 'cabai', 'ikan lele', 'merah', 'ikan']"
977,"['muda', 'kelapa', 'cabai merah keriting', 'ayam', 'serai', 'jeruk nipis', 'merica bubuk', 'cabai rawit', 'jahe', 'tomat', 'bawang putih', 'bawang merah', 'kulit']"
978,"['tepung terigu', 'tahu putih', 'telur', 'tahu kuning', 'bawang putih', 'merica']"
979,"['tepung terigu', 'kol', 'daun bawang', 'kaldu ayam bubuk', 'segitiga', 'bawang putih', 'kaldu bubuk', 'tahu kulit', 'merica', 'tepung beras']"
980,"['plain', 'mentega', 'lemon', 'tepung terigu', 'cream cheese', 'susu kental manis', 'palm sugar', 'bubuk', 'kismis', 'kayu manis', 'kuning telur', 'tawar', 'susu uht', 'susu']"
981,"['plain', 'mentega', 'wijen', 'tepung terigu', 'telur', 'tawar', 'susu uht']"
982,"['vanili', 'tepung terigu', 'kacang tanah', 'bubuk', 'kuning telur', 'nabati', 'merah', 'susu']"
983,"['merica', 'kacang merah', 'pala bubuk', 'biji', 'daun bawang', 'seledri', 'bawang putih', 'bawang merah', 'wortel', 'margarin', 'daging sapi']"
984,"['telur ayam', 'nasi', 'kering', 'cabai merah keriting', 'sapi', 'untum', 'telur', 'kerupuk', 'timun', 'tomat', 'kaldu bubuk', 'bawang merah', 'bawang putih', 'teri medan', 'mata', 'margarin']"
985,"['tepung maizena', 'kaldu ayam', 'tiram', 'merica bubuk', 'kecap manis', 'jahe', 'tahu', 'kecap inggris', 'ayam', 'saos', 'bawang putih', 'tofu']"
986,"['cooking', 'pasta coklat', 'masak', 'putih telur', 'oreo', 'dark', 'chocolate', 'cokelat', 'krim', 'susu']"
987,"['cooking', 'tepung terigu', 'telur', 'masak', 'dark', 'chocolate', 'cokelat', 'baking powder']"
988,"['lada bubuk', 'kuning telur', 'tahu putih', 'baking powder']"
989,"['cabai rawit merah', 'bawang merah', 'telur', 'ebi', 'biji', 'kunyit', 'kemiri', 'nasi putih', 'bawang putih', 'arik']"
990,"['sedap', 'gado', 'ceker ayam', 'kering', 'cabai merah keriting', 'kerupuk', 'biji', 'cabai rawit', 'kunyit', 'bawang putih', 'batagor', 'merica', 'lunak']"
991,"['kapulaga', 'pala', 'kayu manis', 'bunga lawang', 'cengkeh', 'tomat', 'seledri', 'bunga lawang', 'wortel', 'kentang', 'buntut sapi']"
992,"['jeruk nipis', 'kentang', 'lada', 'pipih', 'saus tiram', 'telur', 'degan', 'kecap manis', 'hitam', 'wortel', 'serbaguna', 'tulang', 'kecap inggris', 'tepung maizena', 'saus tomat', 'margarin', 'tepung terigu', 'sapi', 'kaldu', 'dada ayam', 'bawang putih', 'bawang bombay', 'tepung', 'buncis']"
993,"['tepung terigu', 'kol', 'putih telur', 'daun bawang', 'udang', 'wortel', 'tepung beras']"
994,"['mentega', 'wijen', 'lada', 'saus tiram', 'saus tomat', 'teriyaki', 'kecap asin', 'biji', 'kecap manis', 'hitam', 'bawang putih', 'bawang bombay', 'kaldu bubuk', 'saus', 'margarin', 'daging sapi']"
995,"['telur ayam', 'mentega', 'lada', 'dada ayam', 'saus tomat', 'daun bawang', 'tomat', 'udang', 'kacang polong', 'bawang bombay', 'wortel', 'bakso ayam', 'margarin']"
996,"['cabai rawit merah', 'tauge', 'kacang tanah', 'tahu putih', 'bawang', 'bihun', 'asam jawa', 'ketupat', 'telur', 'kecap manis', 'kerupuk kanji', 'bawang putih']"
997,"['sedap', 'tauge', 'sapi', 'telur', 'kecap manis', 'sawi', 'bawang putih', 'merica', 'kwetiau', 'daging sapi']"
998,"['keju cheddar', 'tepung sagu', 'pedas', 'tepung terigu', 'ayam', 'kaldu', 'tani', 'cabai rawit', 'bawang putih', 'bawang bombay', 'merica', 'abon sapi']"
999,"['tiram', 'saos', 'kecap manis', 'kecap ikan', 'udang', 'bawang putih', 'bawang bombay', 'merica']"
1000,"['kaldu jamur', 'jamur kuping', 'daun jeruk', 'daun salam', 'daun pisang', 'biji', 'cabai merah', 'santan', 'kemiri', 'jamur merang', 'bawang putih', 'bawang merah', 'kental']"
1001,"['ayam jantan', 'lada', 'lengkuas', 'jeruk nipis', 'biji', 'daun', 'cabai merah', 'cabai rawit', 'kemiri', 'putih', 'hitam', 'singkong', 'bawang merah', 'bawang putih', 'jahe', 'kencur', 'ketumbar']"
1002,"['sedap', 'ayam kampung', 'kaldu', 'krimer kental manis', 'kaleng', 'bawang putih bubuk', 'bunga lawang', 'cengkeh', 'kacang kenari', 'bawang putih', 'bawang merah', 'merica', 'susu']"
1003,"['bawang merah', 'nasi', 'cabai merah keriting', 'petai', 'rawit', 'telur', 'butter', 'kecap manis', 'daun bawang', 'kemiri', 'kaldu bubuk', 'cabe', 'bawang putih', 'tempe']"
1004,"['bawang merah', 'cabai hijau', 'labu siam', 'lengkuas', 'jagung', 'kacang', 'daun salam', 'santan', 'daun melinjo', 'melinjo hijau', 'kaldu bubuk', 'bawang putih', 'melinjo merah']"
1005,"['lada', 'kornet', 'putih telur', 'kuning telur', 'seledri', 'bawang putih', 'bawang merah', 'kentang']"
1006,"['kacang hijau', 'daun pandan', 'santan', 'jahe', 'merah', 'pasak', 'kental']"
1007,"['tepung terigu', 'daging sapi', 'ikan gurame', 'jeruk nipis', 'merica bubuk', 'cabai merah', 'tepung tapioka', 'cabai', 'bawang putih', 'bawang bombay', 'saus tomat', 'saus']"
1008,"['lada bubuk', 'saus tiram', 'kecap asin', 'kecap manis', 'ayam', 'bawang putih', 'bawang bombay', 'margarin']"
1009,"['daun kunyit', 'kelapa', 'cabai merah keriting', 'daun jeruk', 'jeruk nipis', 'santan', 'jahe', 'kunyit', 'kemiri', 'bawang putih', 'bawang merah', 'ikan tenggiri']"
1010,"['tepung terigu', 'soda kue', 'telur', 'tepung maizena', 'margarin', 'baking powder']"
1011,"['plain', 'mentega', 'cokelat', 'ragi instant', 'tepung terigu', 'nutella', 'masak', 'kuning telur', 'dark', 'tawar', 'chocolate', 'susu uht', 'susu']"
1012,"['keju cheddar', 'lada bubuk', 'tepung terigu', 'kornet', 'sapi', 'telur', 'keju mozarella', 'bawang putih', 'tepung panir', 'margarin', 'susu']"
1013,"['daun seledri', 'bawang merah', 'daging sapi', 'tepung terigu', 'dada ayam', 'pala bubuk', 'merica bubuk', 'bawang putih', 'bawang bombay', 'wortel', 'kentang', 'margarin']"
1014,"['mentega', 'cooking', 'tepung terigu', 'baking soda', 'susu bubuk', 'masak', 'coklat bubuk', 'kacang kenari', 'kastor', 'dark', 'chocolate', 'cokelat', 'susu']"
1015,"['kanji', 'biji', 'merica bubuk', 'tahu', 'tepung tapioka', 'bawang putih', 'daging sapi']"
1016,"['tepung terigu', 'overmix', 'butter', 'susu bubuk', 'putih telur', 'kuning telur', 'coklat bubuk', 'mangkok', 'tepung maizena', 'margarin', 'serbaguna']"
1017,"['bawang merah', 'lemon', 'jeruk', 'cabai merah keriting', 'asam jawa', 'jahe', 'bawang putih', 'ikan mujair', 'ketumbar']"
1018,"['ikan mas', 'daun kemangi', 'daun salam', 'jeruk nipis', 'daun pisang', 'cabai merah', 'daun bawang', 'kemiri', 'tomat', 'bawang putih', 'bawang merah', 'serai']"
1019,"['cooking', 'black', 'merah', 'butter', 'hitam', 'vanilla', 'forest', 'coklat bubuk', 'tepung maizena', 'chocolate', 'baking powder', 'pasta', 'tepung terigu', 'butter cream', 'buah cherry', 'kaleng', 'dark', 'emulsifier', 'rendamannya']"
1020,"['plain', 'cooking', 'susu kental manis', 'kaleng', 'masak', 'kacang almond', 'kuning telur', 'kacang kenari', 'pahit', 'coklat bubuk', 'chocolate', 'cokelat', 'dark']"
1021,"['tepung ketan', 'keju', 'telur', 'santan', 'sp', 'hitam', 'margarin']"
1022,"['keju cheddar', 'madu', 'keju', 'kulit pastry', 'pisang raja']"
1023,"['ayam', 'labu siam', 'asam jawa', 'kemiri', 'bawang merah', 'merah', 'jamur', 'melinjo', 'daun salam', 'kacang', 'terasi', 'hela', 'lengkuas', 'cabe', 'kacang tanah', 'jagung', 'kaldu bubuk', 'bawang putih', 'manis']"
1024,"['keju cheddar', 'tepung sagu', 'tepung terigu', 'butuh', 'telur', 'margarin']"
1025,"['daun jeruk', 'telur', 'lengkuas', 'asam jawa', 'daun salam', 'kecap manis', 'cabai merah', 'kemiri', 'kaldu bubuk', 'bawang merah', 'serai', 'bawang putih']"
1026,"['lada', 'kecap asin', 'tiram', 'kecap manis', 'zaitun', 'kecap inggris', 'saos', 'nanas', 'hitam', 'bawang putih', 'bawang bombay', 'margarin', 'giling', 'daging sapi']"
1027,"['lada', 'ayam', 'cabai keriting', 'cabai hijau', 'rawit', 'tomat hijau', 'jahe', 'kemiri', 'hijau', 'bawang putih', 'bawang merah', 'serai']"
1028,"['tepung terigu', 'vanilla', 'butter', 'bubuk', 'whipping cream', 'unsalted butter', 'kuning telur', 'putih', 'tepung maizena', 'esen', 'susu', 'margarin']"
1029,"['full', 'tepung maizena', 'kelapa', 'tepung terigu', 'daging sapi', 'essen', 'kelapa muda', 'vanilla', 'susu bubuk', 'kismis', 'cream', 'keruk', 'putih telur', 'kacang kenari', 'margarin']"
1030,"['keju cheddar', 'tape singkong', 'tepung maizena', 'vanili', 'tepung terigu', 'kismis', 'telur', 'butter', 'susu bubuk', 'lembek', 'margarin']"
1031,"['mentega', 'pasta', 'tepung terigu', 'vanilla', 'telur', 'unsalted butter', 'choco chips', 'tawar']"
1032,"['cabai rawit merah', 'mengkal', 'jambu', 'kacang tanah', 'pepaya', 'asam jawa', 'bengkoang', 'mangga', 'nanas', 'bawang putih', 'petis', 'merah', 'kedondong']"
1033,"['lada bubuk', 'mentega', 'telur', 'bayam', 'daun bawang', 'wortel']"
1034,"['tepung terigu', 'butter', 'susu bubuk', 'kuning telur', 'tepung maizena', 'margarin']"
1035,"['kelapa', 'ayam', 'asam jawa', 'lengkuas', 'daun salam', 'jahe', 'kemiri', 'kunyit', 'bawang putih', 'bawang merah', 'serai']"
1036,"['daun kemangi', 'daun selada', 'ayam', 'daun pisang', 'tahu', 'beras', 'timun', 'sambal terasi', 'tempe']"
1037,"['daun jeruk', 'tomat hijau', 'cabai rawit hijau', 'daun kemangi', 'bawang putih', 'nipis', 'merah', 'kencur']"
1038,"['tepung sagu', 'merica bubuk', 'udang', 'bawang putih', 'ikan tenggiri']"
1039,"['sedap', 'lada', 'tepung terigu', 'telur', 'tahu', 'bawang putih', 'baking powder']"
1040,"['bawang merah', 'daging sapi', 'lengkuas', 'kacang', 'kemiri', 'beras', 'putih', 'jintan', 'kaldu bubuk', 'bawang putih', 'serai', 'merica', 'ketumbar', 'daging sapi']"
1041,"['daun', 'cabai merah', 'bawang putih', 'bawang bombay', 'baby kailan']"
1042,"['lada', 'iga sapi', 'pala bubuk', 'biji', 'jahe', 'kemiri', 'kunyit', 'jintan', 'bawang putih', 'bawang merah', 'serai', 'kluwak', 'ketumbar']"
1043,"['iga kambing', 'kelapa', 'daun jeruk', 'lengkuas', 'daun salam', 'kayu manis', 'santan', 'daging kambing', 'bunga lawang', 'cengkeh', 'serai', 'kapulaga', 'kental']"
1044,"['lada', 'ikan tuna', 'daun jeruk', 'santan', 'cabai merah', 'jahe', 'kunyit', 'bawang putih', 'bawang merah', 'serai', 'ketumbar']"
1045,"['tepung maizena', 'vanili', 'tepung terigu', 'pasta', 'kelapa', 'daun pandan', 'santan', 'pandan', 'sp', 'tepung maizena']"
1046,"['kacang tanah', 'lengkuas', 'santan', 'cabai merah', 'jahe', 'cabai rawit', 'beras', 'cuka', 'bawang putih', 'serai']"
1047,"['kaldu ayam', 'cabai rawit', 'kemiri', 'bawang merah', 'merah', 'acar', 'kecap manis', 'tomat', 'merica', 'telur ayam', 'daging sapi', 'kol', 'daun bawang', 'hijau', 'dada ayam', 'mie kuning', 'timun', 'bawang putih', 'daun seledri', 'sawi']"
1048,"['tepung terigu', 'jeruk nipis', 'biji', 'merica bubuk', 'tepung tapioka', 'kaldu bubuk', 'bawang putih', 'kulit', 'cumi', 'baking powder', 'tubunya']"
1049,"['susut', 'babat sapi', 'bubuk', 'cabai merah', 'jahe', 'kemiri', 'jintan', 'bawang putih', 'bawang merah', 'kaldu sapi', 'ketumbar', 'daging sapi']"
1050,"['bawang merah', 'putiknya', 'jamur kuping', 'kaldu ayam', 'bakso', 'dada ayam', 'soun', 'daun bawang', 'bunga sedap malam', 'seledri', 'kaldu bubuk', 'bawang putih', 'merica', 'ikan']"
1051,"['cabai merah keriting', 'cabai hijau', 'lengkuas', 'daun salam', 'kecap manis', 'jahe', 'kikil sapi', 'tomat', 'kaldu bubuk', 'bawang merah']"
1052,"['wijen', 'vanili', 'tepung terigu', 'telur', 'putih', 'minum', 'mangkok', 'baking powder']"
1053,"['bawang merah', 'ayam', 'kecap manis', 'cabai merah', 'bawang putih', 'bawang bombay']"
1054,"['ayam', 'lengkuas', 'daun salam', 'kaldu ayam bubuk', 'daun bawang', 'kemiri', 'kunyit', 'bawang putih', 'bawang merah', 'serai']"
1055,"['lada bubuk', 'tepung terigu', 'kol', 'daun bawang', 'seledri', 'bawang putih', 'bawang merah', 'wortel', 'buncis', 'ketumbar']"
1056,"['cabai merah keriting', 'daun jeruk', 'asam jawa', 'santan', 'tahu', 'kentang', 'merah', 'kencur', 'tauge', 'kacang', 'kecap manis', 'wortel', 'tempe', 'terasi', 'daun selada', 'kol', 'kulit', 'kacang tanah', 'lontong', 'timun', 'bawang putih']"
1057,"['kelapa', 'daun pandan', 'santan', 'jahe', 'merah', 'tepung beras']"
1058,"['cabai rawit merah', 'kencur', 'telur', 'kerupuk', 'merica bubuk', 'cabai merah', 'kaldu ayam bubuk', 'hijau', 'bawang putih', 'bawang merah', 'sawi']"
1059,"['ayam', 'lengkuas', 'daun salam', 'pala bubuk', 'kecap manis', 'cengkeh', 'kemiri', 'bawang putih', 'bawang merah', 'kaldu bubuk', 'merica', 'ketumbar']"
1060,"['kaldu jamur', 'pasta', 'kaldu udang', 'bunga kol', 'ikan kakap', 'bakso', 'perkuntum', 'serai', 'daun jeruk purut', 'lengkuas', 'biji', 'cabai rawit', 'udang', 'tomyam', 'wortel', 'meggunakan', 'ikan']"
1061,"['cabai rawit merah', 'cabai merah keriting', 'ayam kampung', 'daun jeruk purut', 'jeruk nipis', 'bawang putih', 'bawang merah', 'serai']"
1062,"['tepung sagu', 'tepung maizena', 'tepung terigu', 'dada ayam', 'telur', 'tepung panir', 'kaldu ayam bubuk', 'bawang putih', 'wortel', 'orange', 'merica', 'giling']"
1063,"['tepung terigu', 'telur', 'jagung', 'merica bubuk', 'daun bawang', 'bawang putih', 'bawang merah', 'wortel', 'manis', 'ketumbar', 'tepung beras']"
1064,"['tauge', 'bubuk', 'lengkuas', 'daun salam', 'pendek', 'bawang putih', 'bawang merah', 'serai', 'merah', 'merica', 'kaldu sapi', 'ketumbar', 'daging sapi']"
1065,"['madu', 'baking powder', 'keju cheddar', 'tepung terigu', 'ragi', 'telur', 'butter', 'tepung maizena', 'cokelat', 'margarin', 'susu', 'saus']"
1066,"['cabai rawit merah', 'bawang merah', 'lada bubuk', 'daging sapi', 'cabai merah keriting', 'dada ayam', 'jeruk nipis', 'timun', 'bawang putih', 'sate', 'kaldu bubuk']"
1067,"['tepung ketan', 'daun pandan', 'santan', 'tepung tapioka', 'kental']"
1068,"['cheese', 'keju cheddar', 'tepung terigu', 'butter cream', 'telur', 'susu bubuk', 'butter', 'tepung maizena', 'susu']"
1069,"['tape singkong', 'tepung terigu', 'keju', 'kismis', 'susu bubuk', 'margarin', 'susu']"
1070,"['sosis', 'putih', 'oregano', 'tepung terigu', 'garpu', 'ragi', 'telur', 'butter', 'nutella', 'kuning telur', 'hitam', 'merica', 'keju cheddar', 'susu kental manis', 'coklat bubuk', 'saus tomat', 'margarin', 'tepung terigu', 'kacang tanah', 'susu bubuk', 'bawang putih', 'bawang bombay', 'susu']"
1071,"['madu', 'ayam', 'asam jawa', 'lengkuas', 'jahe', 'bawang putih', 'bawang merah', 'serai', 'jawa', 'merica', 'ketumbar']"
1072,"['daun pandan', 'santan', 'tepung hunkwe', 'batu', 'merah', 'tepung beras']"
1073,"['cabai rawit merah', 'hela', 'petai', 'daun salam', 'biji', 'beras', 'bawang merah', 'serai', 'teri medan']"
1074,"['brown sugar', 'tepung terigu', 'bread improver', 'telur', 'susu bubuk', 'butter', 'putih telur', 'minum', 'margarin', 'susu']"
1075,"['baking powder', 'vanili', 'tepung terigu', 'essen', 'telur', 'kuning', 'putih', 'susu']"
1076,"['tepung maizena', 'diganti', 'tepung terigu', 'biar', 'whip', 'butter', 'pipihkan', 'vanilla', 'cream', 'susu', 'evaporated', 'kuning telur', 'unsalted', 'tawar', 'margarin', 'ekstrak', 'pastry']"
1077,"['tepung terigu', 'keju', 'kismis', 'butter', 'labu kuning', 'daun pandan', 'santan', 'margarin', 'vanilli']"
1078,"['ramekin', 'telur', 'puding', 'susu']"
1079,"['daun kemangi', 'sedap', 'dada ayam', 'daun pisang', 'santan', 'cabai merah', 'jahe', 'kemiri', 'kunyit', 'centong', 'nasi putih', 'bawang merah', 'bawang putih', 'kental']"
1080,"['sedap', 'tepung terigu', 'daun bawang', 'diiris', 'kentang', 'merica', 'tepung kanji']"
1081,"['cabai merah keriting', 'paprika hijau', 'saus tiram', 'jeruk nipis', 'sungutnya', 'paprika merah', 'jahe', 'daun bawang', 'merica bubuk', 'udang', 'cuka', 'bawang bombay', 'saus tomat']"
1082,"['cabai rawit merah', 'kencur', 'daun jeruk', 'daun salam', 'biji', 'kecap manis', 'cabai merah', 'bawang putih', 'bawang merah', 'kaldu bubuk', 'ceker ayam']"
1083,"['telur ayam', 'tepung terigu', 'tepung roti', 'saus tiram', 'dada ayam', 'teriyaki', 'bawang bombay', 'merica bubuk', 'kaldu ayam bubuk', 'putih', 'tepung roti', 'tawar', 'susu', 'saus']"
1084,"['cabai rawit', 'timun', 'daun kemangi', 'bawang putih', 'kencur']"
1085,"['sosis', 'ayam', 'kol', 'kaldu ayam', 'perkuntum', 'pala bubuk', 'daun bawang', 'brokoli', 'ujung', 'tomat', 'seledri', 'wortel', 'kentang', 'bakso ayam', 'bunga kol']"
1086,"['ayam', 'jeruk nipis', 'merica bubuk', 'cabai merah', 'kecap manis', 'daun bawang', 'bawang putih', 'bawang bombay']"
1087,"['sedap', 'tahu gembos', 'gendot', 'petai', 'ebi', 'santan', 'cabai rawit', 'tempe', 'kemiri', 'cabai', 'bawang putih', 'bawang merah', 'kental']"
1088,"['cabai rawit merah', 'saus tiram', 'saus sambal', 'cabai hijau', 'jeruk nipis', 'cabai merah', 'daun bawang', 'saus tomat', 'cumi']"
1089,"['daun kemangi', 'lengkuas', 'daun salam', 'daun pisang', 'cabai merah', 'jahe', 'kemiri', 'tomat', 'ayam', 'bawang putih', 'bawang merah', 'serai', 'ketumbar']"
1090,"['tepung maizena', 'wijen', 'beras ketan', 'daun pandan', 'santan']"
1091,"['misoa', 'telur', 'pala bubuk', 'daun bawang', 'ayam', 'bawang putih', 'wortel', 'giling']"
1092,"['bawang merah', 'saus tiram', 'ikan patin', 'lengkuas', 'daun salam', 'jeruk nipis', 'jahe', 'bawang putih', 'bawang bombay', 'serai', 'wortel', 'bunga kol']"
1093,"['petis udang', 'tauge', 'cabai merah keriting', 'tahu putih', 'tepung terigu', 'kol', 'asam jawa', 'kacang', 'jeruk nipis', 'udang', 'merah']"
1094,"['wijen', 'tepung terigu', 'telur', 'daun pandan', 'suji', 'santan', 'daun', 'kentang', 'margarin', 'kental']"
1095,"['daging sapi', 'tepung terigu', 'mayones', 'telur', 'sambal', 'merica bubuk', 'saos', 'tepung panir', 'susu']"
1096,"['pisang', 'tepung terigu', 'bread improver', 'raja', 'keju', 'barang', 'susu bubuk', 'butter', 'uli', 'masak', 'meises', 'kuning telur', 'stick', 'mineral', 'cokelat', 'susu']"
1097,"['tauge', 'tahu putih', 'bawang', 'kerupuk', 'kecap manis', 'cabai rawit', 'suka', 'seledri', 'cuka', 'bawang putih', 'merah', 'pedas', 'tempe']"
1098,"['sirup', 'susu kental manis', 'daun pandan', 'santan', 'pandan', 'batu', 'coco']"
1099,"['terasi', 'daun jeruk', 'lengkuas', 'santan', 'cabai merah', 'cabai rawit', 'merica bubuk', 'kunyit', 'ayam', 'bawang putih', 'bawang merah', 'serai']"
1100,"['bawang merah', 'cabai rawit merah', 'kelapa', 'cabai merah keriting', 'cabai hijau', 'daun salam', 'santan', 'tomat', 'bawang putih', 'ikan lele', 'serai']"
1101,"['ketumbar bubuk', 'tepung terigu', 'ayam', 'jahe', 'bawang putih']"
1102,"['lada bubuk', 'roll', 'tepung terigu', 'bubuk', 'spring', 'kari', 'kaldu bubuk', 'bawang bombay', 'kulit', 'kentang', 'giling', 'daging sapi']"
1103,"['daun kemangi', 'kaldu ayam', 'ayam kampung', 'daun jeruk', 'bubuk', 'daun salam', 'cabai merah', 'daun bawang', 'tomat', 'putih', 'bawang putih', 'bawang merah', 'merah']"
1104,"['tape singkong', 'tepung terigu', 'ragi', 'margarin', 'susu']"
1105,"['madu', 'wijen', 'kaldu', 'kecap asin', 'kecap manis', 'jahe', 'bawang putih', 'bawang bombay', 'merica', 'daging sapi']"
1106,"['tauge', 'kaldu ayam', 'bakso', 'telur', 'kecap asin', 'merica bubuk', 'kecap ikan', 'hijau', 'tomat', 'bawang putih', 'daging sapi', 'sawi', 'kwetiau', 'ikan']"
1107,"['tepung maizena', 'sirup', 'kering', 'susu kental manis', 'kacang merah', 'daun pandan', 'kayu manis', 'santan', 'cocopandan', 'kembang', 'batu', 'merah']"
